id,Probability_of_Exited
165147,0.21727968762791994
165148,0.13018154379731744
165149,0.06303717371671451
165150,0.05874090727212463
165151,0.7223166185295385
165152,0.3451619066769305
165153,0.06269971846818831
165154,0.1388471610364518
165155,0.07528259741089142
165156,0.05124347735544452
165157,0.06815628430853311
165158,0.5207291723178011
165159,0.21064898766932386
165160,0.050127989149387625
165161,0.11499756193387921
165162,0.4864106881107505
165163,0.05676602541179748
165164,0.05947225131946973
165165,0.14540473400968829
165166,0.745016526369855
165167,0.03599618955900262
165168,0.06839818363535485
165169,0.20566964710708155
165170,0.14738837432468638
165171,0.29519316842272286
165172,0.20911914764086173
165173,0.14353414834522543
165174,0.07015450494662856
165175,0.24629513162189928
165176,0.13401834225339918
165177,0.09517543358689667
165178,0.22080117469271246
165179,0.40776992583128324
165180,0.08016636142567522
165181,0.7046093665299163
165182,0.3163948826963654
165183,0.04947204010212652
165184,0.23440557323963912
165185,0.09211528320315637
165186,0.025265984773958073
165187,0.24865045792236404
165188,0.7083059763722337
165189,0.048490870347419626
165190,0.020723575901958516
165191,0.093897460908151
165192,0.3477960842771845
165193,0.271197783453108
165194,0.21802122053276354
165195,0.4444798967445275
165196,0.1308570260895625
165197,0.5067570416974079
165198,0.5192685536086281
165199,0.04039012786938399
165200,0.25702585361563096
165201,0.48778282928031585
165202,0.5505820500437237
165203,0.7221838276767077
165204,0.467514627771583
165205,0.14672773822529847
165206,0.2861167981426262
165207,0.07511003445829638
165208,0.11100828384074027
165209,0.1559084428918589
165210,0.6537468670654198
165211,0.7179011820762313
165212,0.04423325025471731
165213,0.03463216661706207
165214,0.698554071558135
165215,0.3230564385977249
165216,0.2359660760674072
165217,0.03305735448790097
165218,0.045631649000469864
165219,0.569081892767224
165220,0.13298328266422732
165221,0.1851012294416133
165222,0.2157694404512799
165223,0.06973304353933685
165224,0.057951491513713455
165225,0.7542301074329023
165226,0.5524511371652093
165227,0.44855002268957345
165228,0.3465486705057858
165229,0.4314273175884411
165230,0.06620608678459053
165231,0.06559483132409662
165232,0.023993056867477897
165233,0.16579038894516787
165234,0.07486837375048878
165235,0.0398470730566847
165236,0.4910933380306176
165237,0.014827265397609651
165238,0.1786313763379852
165239,0.0558869276586392
165240,0.058421182689820765
165241,0.015826294997370042
165242,0.3442323558574988
165243,0.17114521836839744
165244,0.44439780131917767
165245,0.03341089199932406
165246,0.0971836201744431
165247,0.053931190039788836
165248,0.17717842079974505
165249,0.10580275167128385
165250,0.040480856320109226
165251,0.05775156264263351
165252,0.32453281797087047
165253,0.14398640813854888
165254,0.12105485361310193
165255,0.10449214931283504
165256,0.3946590752096077
165257,0.14730780352564266
165258,0.006424221467501774
165259,0.2833221108807262
165260,0.8035735925472532
165261,0.6797573354076584
165262,0.6389411918562462
165263,0.05994035550878349
165264,0.0454860440761655
165265,0.0716561140823192
165266,0.02400121690678694
165267,0.14849325585836204
165268,0.13347536253622688
165269,0.28130967909411236
165270,0.33262287177808236
165271,0.10009109320540828
165272,0.2146233395744541
165273,0.08899277825264999
165274,0.0723731563130165
165275,0.29171652923519087
165276,0.17547052790390402
165277,0.25276611687674366
165278,0.6178464280842207
165279,0.2568859053057593
165280,0.1130513475973145
165281,0.0288384878253775
165282,0.21442093365695536
165283,0.026553706132442293
165284,0.15623467734151397
165285,0.21170806645780227
165286,0.19628936549048548
165287,0.11287154644802556
165288,0.05969202998405256
165289,0.06720714244355397
165290,0.08577982000815285
165291,0.49537496242597817
165292,0.2114501757218726
165293,0.447365718463981
165294,0.036600220437484385
165295,0.06500675992333212
165296,0.06008060276584442
165297,0.0846272120918919
165298,0.027061040255507842
165299,0.12593435123709693
165300,0.3611965237503749
165301,0.14458811510972136
165302,0.2676770076675298
165303,0.060303886696586186
165304,0.014312441475151882
165305,0.03057438843378806
165306,0.03182268097621932
165307,0.4135131438434417
165308,0.08888649798896389
165309,0.17701801165895834
165310,0.1603662774367774
165311,0.2424698763636762
165312,0.6910041702682893
165313,0.16334650457080707
165314,0.16212964475741376
165315,0.28350533263650696
165316,0.09714073683831893
165317,0.02672212635333481
165318,0.5147843902063974
165319,0.30235505171433286
165320,0.15017558532051095
165321,0.15204496208565552
165322,0.08651190906942272
165323,0.24128540761090125
165324,0.29781784546069806
165325,0.4327643928973319
165326,0.27083778630984723
165327,0.39851703199999383
165328,0.19486946217098103
165329,0.11945614848264231
165330,0.12394210939650051
165331,0.08531979853630338
165332,0.38445282592399743
165333,0.07312652102579716
165334,0.030748762378872183
165335,0.13895468464370034
165336,0.2431222998150372
165337,0.13263927813783952
165338,0.24213476006449913
165339,0.36364801693196735
165340,0.22857383177001203
165341,0.10112272540616443
165342,0.1328549449169368
165343,0.025083680602669765
165344,0.12217535328704664
165345,0.18027291495333422
165346,0.8038517833362226
165347,0.11227053108011881
165348,0.16542448013095692
165349,0.051277878381711856
165350,0.028480368684673487
165351,0.21894313943629115
165352,0.1985592157215379
165353,0.017311539847866667
165354,0.15787454337917764
165355,0.06106835553950731
165356,0.05437538145965139
165357,0.16918929025460686
165358,0.12780277864060677
165359,0.08647290986997534
165360,0.060404868279244954
165361,0.15631330552981465
165362,0.7572960740033643
165363,0.26624208590699744
165364,0.05430280398621516
165365,0.09246465484862847
165366,0.022764161330932974
165367,0.11704396059433157
165368,0.04639848028200892
165369,0.532237175328842
165370,0.3811746567993645
165371,0.016017444187389526
165372,0.09104519812363943
165373,0.054768277654157
165374,0.29275426020534623
165375,0.04310655315034627
165376,0.13609531699191224
165377,0.026631160264563754
165378,0.2934579804126426
165379,0.18058575420373618
165380,0.2864465053153635
165381,0.10319620137859985
165382,0.027061816045970064
165383,0.03577500123277614
165384,0.1249428670438609
165385,0.3391647860733579
165386,0.6807779834906943
165387,0.04695659057024483
165388,0.23904239832539068
165389,0.22900624446376783
165390,0.19415539156988676
165391,0.04048596419253142
165392,0.061056298394725504
165393,0.10551772526756407
165394,0.3695192665170509
165395,0.016508829048896324
165396,0.12264540193250704
165397,0.0673180494500368
165398,0.27590406489546465
165399,0.17513655839224904
165400,0.07801589507355138
165401,0.1708485411356743
165402,0.2811155234022793
165403,0.07386223766607253
165404,0.16281185659723954
165405,0.24203637148793342
165406,0.11354711502138634
165407,0.13236361968139831
165408,0.600048192408727
165409,0.035604254457402916
165410,0.07060859737450083
165411,0.07163885267841472
165412,0.1305274033133205
165413,0.023250437301313348
165414,0.09064436339498944
165415,0.19063498984596858
165416,0.5810172832976082
165417,0.020944025643061
165418,0.04842371466239793
165419,0.5054589562454505
165420,0.0959768861911382
165421,0.6480683651887509
165422,0.058354688590521925
165423,0.027716088113589672
165424,0.10011758429496162
165425,0.4263115405761308
165426,0.20786238988607716
165427,0.18609994456274762
165428,0.2861426848152127
165429,0.19321388414476207
165430,0.03606215421142722
165431,0.17596609061574758
165432,0.41173699912815276
165433,0.7998054603121997
165434,0.4991839053645849
165435,0.3045321885783185
165436,0.17251706061639985
165437,0.030300592171890097
165438,0.028816370092898093
165439,0.23850099570743125
165440,0.4360235564423983
165441,0.5116743716244321
165442,0.07717135027562441
165443,0.10251908505396186
165444,0.12994887882539538
165445,0.07859885081097472
165446,0.06167753524474596
165447,0.04961382978130475
165448,0.24221396564504644
165449,0.0351561816441803
165450,0.11140834189034798
165451,0.048604857612307296
165452,0.4521272822335384
165453,0.14421716129763232
165454,0.43961955785608897
165455,0.16548486609489263
165456,0.39297730058169866
165457,0.43165784645946115
165458,0.04374757078578757
165459,0.04310660343271389
165460,0.1335625529536387
165461,0.1832739896027394
165462,0.08400611988449254
165463,0.2312225679146716
165464,0.13366990068833118
165465,0.07522130878831763
165466,0.04469726539571564
165467,0.13943294757745747
165468,0.13154805137700204
165469,0.08499658841635326
165470,0.1507005732559239
165471,0.38009326132559657
165472,0.042675416729541844
165473,0.14705399197409494
165474,0.33386521927006113
165475,0.10549741894859704
165476,0.09485627151394256
165477,0.12356001799193181
165478,0.1715031120991256
165479,0.2371771829942563
165480,0.06692272670522419
165481,0.6964886361072244
165482,0.03474492584103989
165483,0.2616818229493217
165484,0.1802118815096983
165485,0.11047867987303574
165486,0.33646177592279986
165487,0.2343082074744844
165488,0.10840526692649147
165489,0.14282805872540283
165490,0.03619863674650663
165491,0.16745237853916595
165492,0.08062849373234399
165493,0.37227156986177673
165494,0.0694770422885858
165495,0.4879388585128149
165496,0.157003841985685
165497,0.17951809658094647
165498,0.06140902717835229
165499,0.02765359035855149
165500,0.0742633825976867
165501,0.2115135826825685
165502,0.032172324670235834
165503,0.06800672751494186
165504,0.5023901820478323
165505,0.4657896930328235
165506,0.02964927947931814
165507,0.8540441188104784
165508,0.2276473654506482
165509,0.2930491189305129
165510,0.22835380945724426
165511,0.1893082009382196
165512,0.15470903980851416
165513,0.2740193503733229
165514,0.23448980451018933
165515,0.020726334060821014
165516,0.18053623863941642
165517,0.20618181514969197
165518,0.036790326009508344
165519,0.5226716719185621
165520,0.11623905630588006
165521,0.25364184125660416
165522,0.059127796729412194
165523,0.16297651051239387
165524,0.3122697228250696
165525,0.26179751013545977
165526,0.45119334506889186
165527,0.400554232990942
165528,0.03355637247119404
165529,0.19709415585255713
165530,0.16108855848608994
165531,0.06722909087967349
165532,0.568476330749933
165533,0.029981600430088948
165534,0.30082939993703955
165535,0.038224535969276115
165536,0.07106207379141816
165537,0.22108768102378692
165538,0.2718883103100398
165539,0.04980476316504306
165540,0.1638169651771884
165541,0.05661812355619465
165542,0.07771367351829896
165543,0.04415567822023357
165544,0.013545550172928564
165545,0.261212001184765
165546,0.16582815491059227
165547,0.1597378064644799
165548,0.08074344451995098
165549,0.1475701164613197
165550,0.3672999657106768
165551,0.01944389007901621
165552,0.2615061721486319
165553,0.44202270007838956
165554,0.032164626505720655
165555,0.17267852032372066
165556,0.02933398064639148
165557,0.14670579828086933
165558,0.04489120505010318
165559,0.014304191214544295
165560,0.18924365658104855
165561,0.23753942019989996
165562,0.16233018346239783
165563,0.30705063069346694
165564,0.53103350951429
165565,0.0781757477054479
165566,0.04602994149440141
165567,0.6516931803770475
165568,0.06859171712669598
165569,0.14227026015409094
165570,0.04152096379992388
165571,0.06850114451781493
165572,0.3432298349788971
165573,0.17519910848569112
165574,0.15515855926820663
165575,0.07014449116462065
165576,0.02423940112037581
165577,0.1321369000090616
165578,0.5571838809640516
165579,0.13351350049379054
165580,0.4557450841345947
165581,0.16312401065254906
165582,0.04053145010665013
165583,0.05940784568046191
165584,0.09772170075610234
165585,0.4402430237198164
165586,0.11308473520066314
165587,0.021006036778039274
165588,0.5066133794779833
165589,0.17464790541882955
165590,0.24219964318716763
165591,0.3826696340052807
165592,0.023273372706304227
165593,0.01706506781197059
165594,0.11153265392135162
165595,0.15348666277382444
165596,0.05747293229162175
165597,0.034104101698667316
165598,0.03651463985528467
165599,0.4573623142684026
165600,0.02598978182655923
165601,0.073884077038188
165602,0.10903835570571448
165603,0.1755961116601285
165604,0.03719508888865624
165605,0.11394875138391293
165606,0.13844558355722314
165607,0.3042112294982156
165608,0.23681958971112085
165609,0.3133251049166284
165610,0.3210511822435283
165611,0.18495531884465197
165612,0.08454151363177204
165613,0.48482214027325077
165614,0.3018853558613952
165615,0.48230133419526217
165616,0.17791319464823466
165617,0.31315018354990426
165618,0.3006791330276847
165619,0.5486760436154523
165620,0.25267882131018327
165621,0.08457201217079728
165622,0.07852215349626386
165623,0.0445209059589018
165624,0.08402041085230717
165625,0.3197771813822294
165626,0.14639293527834618
165627,0.1070235312219385
165628,0.049746736596545035
165629,0.6641948851779
165630,0.2709995119068203
165631,0.07343150712443794
165632,0.08780374502723383
165633,0.10999932106807722
165634,0.020616566789523706
165635,0.32886952707007605
165636,0.03822316255362516
165637,0.37112213023130136
165638,0.16778713793909686
165639,0.10899351450936615
165640,0.37750661123230456
165641,0.0633723528770946
165642,0.0513581768980127
165643,0.5119729062556408
165644,0.016606215895287657
165645,0.034873109810108154
165646,0.020348871242281692
165647,0.05598078728435098
165648,0.4184586103479452
165649,0.023076068028323835
165650,0.23405474996798198
165651,0.07018583820471747
165652,0.175941539100151
165653,0.3816676300965449
165654,0.05694771636712312
165655,0.115674198119222
165656,0.4904799579937653
165657,0.4550678777268783
165658,0.44504078805068026
165659,0.6668845563149397
165660,0.1554864933873644
165661,0.6565155003701335
165662,0.427065945665346
165663,0.07507100148660939
165664,0.07895191598808546
165665,0.1601631587715011
165666,0.3076066568367652
165667,0.5186195106351789
165668,0.17503096230443946
165669,0.1906226858519009
165670,0.01562539229767336
165671,0.07366868223885954
165672,0.08040361935361302
165673,0.5686956524663298
165674,0.27355593603251876
165675,0.1497888341393579
165676,0.25330706459493535
165677,0.023888573653852958
165678,0.5079364744561956
165679,0.06130847596727804
165680,0.12349212406584809
165681,0.16776582296396694
165682,0.04406720060660705
165683,0.23299534962683405
165684,0.09193603627454996
165685,0.11889679899047256
165686,0.06155900915853382
165687,0.25296354291170775
165688,0.7150045534258619
165689,0.08314922819613917
165690,0.19430626239307638
165691,0.024880512047139473
165692,0.4682398027661014
165693,0.057479081042616904
165694,0.11646331364616715
165695,0.0763917865766599
165696,0.172922185516616
165697,0.04025031938756951
165698,0.1432742219825399
165699,0.26675028950184615
165700,0.27676270798589664
165701,0.40242256148590133
165702,0.07174581353036884
165703,0.45089862871468894
165704,0.024809666553793613
165705,0.07382757638251167
165706,0.35850956622935953
165707,0.07867272350521501
165708,0.2424553825751214
165709,0.10018707777658052
165710,0.3684059190693574
165711,0.02229537485634969
165712,0.032792023369082914
165713,0.12151999786144456
165714,0.3479760096057503
165715,0.02462798695329878
165716,0.5237915007050021
165717,0.6954266020655171
165718,0.2584921888286906
165719,0.04144702692301378
165720,0.18149535859484855
165721,0.04651448607541507
165722,0.35272756368858227
165723,0.10676171433084533
165724,0.020158669229570454
165725,0.04977476244916387
165726,0.3944590018038781
165727,0.05454612311054805
165728,0.0780780834042696
165729,0.40891723013204334
165730,0.11899893442101842
165731,0.42925561378197913
165732,0.47952656763614954
165733,0.1180638873467004
165734,0.8366128721281851
165735,0.0631240315286353
165736,0.3219051185334536
165737,0.44097391797616764
165738,0.039556254788847986
165739,0.22400732038270788
165740,0.3339473619138595
165741,0.06475248593815959
165742,0.03606407969529626
165743,0.24483962113468438
165744,0.03800445596693535
165745,0.28862046349689646
165746,0.21858571534818
165747,0.023459495106098148
165748,0.43313126574004734
165749,0.24055487470095724
165750,0.17402985320791786
165751,0.21925232798750477
165752,0.13100516361178371
165753,0.08466490620118458
165754,0.35551651789695826
165755,0.0878461322661468
165756,0.12486781521346621
165757,0.08065321280947507
165758,0.07543277437601127
165759,0.6150049120542999
165760,0.062350858014285374
165761,0.6350436934003865
165762,0.5123690205839985
165763,0.30989581833502255
165764,0.20775662735587688
165765,0.285906152037083
165766,0.08202255127928108
165767,0.05142800522036643
165768,0.38005915983315713
165769,0.18259253887229004
165770,0.30876320020599857
165771,0.24536434913605137
165772,0.13316730851719594
165773,0.023376597147474795
165774,0.08096444635328887
165775,0.1793643781805548
165776,0.10326681567323256
165777,0.17171286958766635
165778,0.12679114413253337
165779,0.020555001668766112
165780,0.6424762696104135
165781,0.2869849375357019
165782,0.23712270315325254
165783,0.6504695133334206
165784,0.4751488749924753
165785,0.2857825912756686
165786,0.11154729136842388
165787,0.02017148775351737
165788,0.3037245211358499
165789,0.39923966708145053
165790,0.41960893737120597
165791,0.07400120810303008
165792,0.05478940300464224
165793,0.19450678468119204
165794,0.15118298726738705
165795,0.3350619852177276
165796,0.20226173536515596
165797,0.07120063746458355
165798,0.5671814736217354
165799,0.20608749225739814
165800,0.19542683722752288
165801,0.31712513711362544
165802,0.024310053078914918
165803,0.08200949141464788
165804,0.3559193163735508
165805,0.6377332904624232
165806,0.028516526762485422
165807,0.032867085628800384
165808,0.6230786627919556
165809,0.20924491341242651
165810,0.1116765511372265
165811,0.11948881325780726
165812,0.6333583253917636
165813,0.1690228858072072
165814,0.058636958877850684
165815,0.0595038127665346
165816,0.07802429399320629
165817,0.031131044323370705
165818,0.3451853914130332
165819,0.7184539972165648
165820,0.06004063341316475
165821,0.15584880518589458
165822,0.050357088011975894
165823,0.04185303345026098
165824,0.1468485611482279
165825,0.0983528078788046
165826,0.09238433531060039
165827,0.699557809169328
165828,0.02336060798897564
165829,0.31702788967864926
165830,0.3112500222350605
165831,0.3419049321357295
165832,0.1614570500433119
165833,0.09297157518498467
165834,0.21610044296123349
165835,0.09733848997102575
165836,0.07501784071855706
165837,0.041696227984270695
165838,0.02343490992137845
165839,0.1605630975958403
165840,0.298742795056944
165841,0.06704218347391667
165842,0.05223910423152769
165843,0.09007868824570729
165844,0.26618166304964513
165845,0.23151592716310665
165846,0.0839078669155475
165847,0.02248460764359936
165848,0.07062917623023839
165849,0.024765448837371196
165850,0.06919723883049045
165851,0.17532737706041931
165852,0.2809936786463497
165853,0.018642747849371172
165854,0.1683080365337699
165855,0.07310082591689981
165856,0.0463140436189959
165857,0.27443998927632524
165858,0.13338560934191745
165859,0.01424639032459856
165860,0.029634760574520875
165861,0.196282613240154
165862,0.020536516170861403
165863,0.05836065558003582
165864,0.09504665166561325
165865,0.10870728478510365
165866,0.13034827960630146
165867,0.5010324719925757
165868,0.44866316704504233
165869,0.0934553630602723
165870,0.02412356925445075
165871,0.5180120610773693
165872,0.09179805542779051
165873,0.037832789249644894
165874,0.08587706854542396
165875,0.024848125919068348
165876,0.18637057581673544
165877,0.290157636250999
165878,0.14563700825410417
165879,0.03189242586466712
165880,0.3560768476890776
165881,0.7499525072130055
165882,0.2549992352583847
165883,0.06318170296593399
165884,0.33301199049527924
165885,0.661205957383592
165886,0.02630130505089687
165887,0.6045921202844163
165888,0.43601964962723716
165889,0.023117534661891127
165890,0.16188879350873867
165891,0.10504491203011736
165892,0.0910587450209794
165893,0.39781255446483327
165894,0.44225310913566973
165895,0.06314550254940249
165896,0.28336837978156376
165897,0.19514422646327653
165898,0.04173754300586519
165899,0.08493806358773305
165900,0.14875247474767755
165901,0.25036024834026516
165902,0.192293060833203
165903,0.049076790380607846
165904,0.054244799128609605
165905,0.4198917243451476
165906,0.2656956348181597
165907,0.09345252243203755
165908,0.4747843251752921
165909,0.10732900321552481
165910,0.2017767858941904
165911,0.026853062548339968
165912,0.1638083514779928
165913,0.07656155896478709
165914,0.5375360420431884
165915,0.23066325615057887
165916,0.31235972057667555
165917,0.12968566445566213
165918,0.47998204897052715
165919,0.1597030436487195
165920,0.3112979524621498
165921,0.1813987337940042
165922,0.07061081763775165
165923,0.030971808159231406
165924,0.040620567014499724
165925,0.2065460185760329
165926,0.13436224423933432
165927,0.03354832332202562
165928,0.27781176804002794
165929,0.08058624304748382
165930,0.8039070197491609
165931,0.10360171783265543
165932,0.4427966748109608
165933,0.11676517607114703
165934,0.09239455916957993
165935,0.20921992434780198
165936,0.10629540169232303
165937,0.04298480608969539
165938,0.33208104852125486
165939,0.38576136305612735
165940,0.6739217989890828
165941,0.2644325120445462
165942,0.02409686168320964
165943,0.46434250626750856
165944,0.39029546859161296
165945,0.08515279316760486
165946,0.4360883053352672
165947,0.032766133679967016
165948,0.04713852028725185
165949,0.08928481797920143
165950,0.2541835039515182
165951,0.5923757321853423
165952,0.33192785663170216
165953,0.06591442813481954
165954,0.445037791966743
165955,0.1862811233546606
165956,0.47672577701108826
165957,0.13667948949761655
165958,0.06401453048735796
165959,0.06115155822440847
165960,0.17507031111824822
165961,0.14203268777769099
165962,0.7261780851263251
165963,0.3350136113979891
165964,0.03482556972176202
165965,0.045428254491676354
165966,0.5356178501366625
165967,0.04340476332549265
165968,0.8566881996739372
165969,0.11496108220658331
165970,0.22470050096480546
165971,0.5523563739067905
165972,0.5217202153292151
165973,0.10550695971660193
165974,0.23757003998232434
165975,0.647221436821283
165976,0.042013673699084736
165977,0.03454027363827366
165978,0.6192821199812132
165979,0.38078814951881196
165980,0.0631496396711102
165981,0.3953550997804862
165982,0.20375410177874453
165983,0.0830811730996488
165984,0.2840638500276798
165985,0.17747358242000347
165986,0.12588602629336396
165987,0.33666443397072127
165988,0.3848279000312491
165989,0.2140201930268012
165990,0.1518182321403894
165991,0.5311505526241356
165992,0.13957177978749666
165993,0.15050051408110085
165994,0.08641487517620135
165995,0.33555927452777157
165996,0.10637719807719279
165997,0.41541196967583144
165998,0.2610866567312179
165999,0.1370375544108239
166000,0.06688584879998555
166001,0.17491152551379874
166002,0.10388424667979303
166003,0.015976322518485943
166004,0.12956341567027696
166005,0.047650046051650345
166006,0.10559354676866288
166007,0.08194892134698965
166008,0.033479630621686705
166009,0.5247491535101397
166010,0.781555370678134
166011,0.08792698044761602
166012,0.03250222092638732
166013,0.11455459467234709
166014,0.1674834510454149
166015,0.06073104431558683
166016,0.19682658136514472
166017,0.1367718819324399
166018,0.0495729166460395
166019,0.012241993228095747
166020,0.027866836095429927
166021,0.0944211819570177
166022,0.11229914269125182
166023,0.0357922022848542
166024,0.20089875861774106
166025,0.14221675620226384
166026,0.20782531254817826
166027,0.032074594135022345
166028,0.725690125763161
166029,0.16754126198988595
166030,0.04616329054337327
166031,0.1918371011173341
166032,0.09460894972063286
166033,0.05335402072611709
166034,0.018036791360815773
166035,0.6824567190961216
166036,0.02942991406159504
166037,0.1389408589500161
166038,0.021922638420405507
166039,0.07537800739749943
166040,0.5457537479648644
166041,0.12409570919781714
166042,0.10673930931600625
166043,0.03639464519877578
166044,0.053398179029156126
166045,0.1002446152245548
166046,0.4199090664389615
166047,0.08604511745950678
166048,0.10595684148320143
166049,0.340734232505519
166050,0.3160164823381974
166051,0.021793642889581508
166052,0.30701846585319525
166053,0.3240246883854373
166054,0.07005985823701454
166055,0.573267596965413
166056,0.12990069956286757
166057,0.04899173101810187
166058,0.5511117219108722
166059,0.7156276053282941
166060,0.08465428799217525
166061,0.29975499524318744
166062,0.014099999605910404
166063,0.5681048837523824
166064,0.16950383455841697
166065,0.2871910470157039
166066,0.020630998245263966
166067,0.4173127401977684
166068,0.10741864108293295
166069,0.15776743818503622
166070,0.6266001729475755
166071,0.03689229418897272
166072,0.3430185872119494
166073,0.4065163014214671
166074,0.41085514282397767
166075,0.41153272626868187
166076,0.43806578415030517
166077,0.07597200953426748
166078,0.3628569556331155
166079,0.07635038424183206
166080,0.07520152150022638
166081,0.08186813214957497
166082,0.5190065576862076
166083,0.47616361688772096
166084,0.11890870656842657
166085,0.18100487012391028
166086,0.08847280449521844
166087,0.13283280878448964
166088,0.08727803555174589
166089,0.04342466438264868
166090,0.13102606465303945
166091,0.4418098775802278
166092,0.17162576206065464
166093,0.9411724778663183
166094,0.6097775752722855
166095,0.11432810123630248
166096,0.3503001911234922
166097,0.09532561716915999
166098,0.30073640104421934
166099,0.4353806218860877
166100,0.20632515012848612
166101,0.03814008185430071
166102,0.09057380556058081
166103,0.05447837055769617
166104,0.4509210830945547
166105,0.2907698508448447
166106,0.5270936934449485
166107,0.19454334447067803
166108,0.46734050941893424
166109,0.11792243825648255
166110,0.26436189451545133
166111,0.04069130455278807
166112,0.10656711500626352
166113,0.1654697481584731
166114,0.23948763250651078
166115,0.15745636335913896
166116,0.17880420048969206
166117,0.07785653134864669
166118,0.07491966156419926
166119,0.026090294279895745
166120,0.04675577968459634
166121,0.08059876501990398
166122,0.14879503069422298
166123,0.03401505844048546
166124,0.06725473335348135
166125,0.286520432962611
166126,0.17211830046021687
166127,0.0681933126506183
166128,0.09301619955700484
166129,0.6672961619971934
166130,0.4699063132604144
166131,0.3956425670120841
166132,0.34471888617782803
166133,0.109513592189277
166134,0.4464614733041141
166135,0.4200297002538476
166136,0.02542558163067673
166137,0.28757293752352986
166138,0.04112036709314102
166139,0.3430170913044334
166140,0.31760455559862244
166141,0.03950200404581285
166142,0.07327919353117504
166143,0.1929250267685253
166144,0.25390209674274977
166145,0.019375354515077273
166146,0.1474689404643228
166147,0.3895424998838468
166148,0.27072794914992515
166149,0.026964629658631
166150,0.08994798699830475
166151,0.4899830823380896
166152,0.07636053341099687
166153,0.1859807692377297
166154,0.11033921891960252
166155,0.386528973520447
166156,0.030444072440553367
166157,0.49364897344749176
166158,0.2384283914920738
166159,0.3615866975111819
166160,0.08431395605151891
166161,0.03318869292682546
166162,0.11686539286093653
166163,0.021984312404655173
166164,0.030722851416120096
166165,0.19108023949717762
166166,0.04475681086381185
166167,0.06467811002841506
166168,0.011810308543687163
166169,0.17396714629133353
166170,0.2518982465032436
166171,0.0776532617482666
166172,0.36822926625389624
166173,0.2889732247319655
166174,0.042596890508937564
166175,0.13654961076156996
166176,0.039565273552287616
166177,0.2290576965220866
166178,0.139297440566185
166179,0.09655560938288854
166180,0.054137810968631774
166181,0.10991493114994069
166182,0.5083199478336857
166183,0.566022241121605
166184,0.16176463261273655
166185,0.050539924151300035
166186,0.2350246034522502
166187,0.20590900876256857
166188,0.43486403908399357
166189,0.11882045977659063
166190,0.0865746111646746
166191,0.2089582998455638
166192,0.2462433862217805
166193,0.1559321219882001
166194,0.06917774717371408
166195,0.5632813601718232
166196,0.24834008850053996
166197,0.7331699577928061
166198,0.3409161260467664
166199,0.015146002804231288
166200,0.1143733829714417
166201,0.9139960310767975
